Cardholder Name,Card Number,Card Type,Card Expiry Date,Transaction Amount,Currency,Transaction Date and Time,Merchant Name,Merchant ID,Authorization Code,Authorization Response,Terminal ID,POS Entry Mode,Transaction Type,CVV/CVC,AVS Data,Customer Signature,Transaction Status,Fraud
Darrell Case,36366917060363,Mastercard,06/31,125.36,SAR,03/27/2024 19:19,"Thompson, Hanna and Stevens",4f186949-b87d-4196-a7ff-ea036ccdbae0,f43bec07-d495-454d-b7df-40443db8001e,Approved,6268136a-6073-465a-b366-fee7a8ee8631,Swipe,Refund,561,Not Matched,Required,Pending Settlement,False
Margaret Brown,581084542033,VISA 16 digit,02/26,86.98,PGK,03/10/2024 07:36,Hunter-Wolfe,34feaa1c-1112-46ff-946c-cbe5589dd341,cc7927ab-5ada-449d-85fb-be6b692425a9,Approved,16e5bd77-f389-49a8-9dd6-774b8cd55499,Swipe,Purchase,244,Not Matched,Required,Pending Settlement,False
Brittany Rice,213109220665352,Mastercard,08/31,237.66,JEP,03/23/2024 18:40,Casey-Mcmahon,d973da3f-ebb8-45d4-af01-2d02132c078c,b285ef77-73eb-4deb-9266-a913985def6f,Declined,4719e2a4-4107-4170-8d8f-a30299276e81,Swipe,Refund,152,Not Matched,Required,Pending Settlement,True
Kathleen Cook,348799202199160,JCB 15 digit,03/25,875.82,PEN,03/16/2024 17:40,Estrada-Morgan,2f1b4596-c1cd-4fad-a3ed-17d0c8e06b27,115ccf01-710f-44b3-9616-89b9a419d19d,Declined,df69c38e-0159-45cc-ac86-30577a262c6d,Chip,Purchase,740,Matched,Required,Pending Settlement,True
Parker Copeland,6011426732594230,VISA 16 digit,09/25,173.12,THB,03/23/2024 03:05,Townsend-Lane,6c811ec9-fd7a-4f04-ae60-cda9e9c59d63,42b5d322-b532-46bd-9c4a-11c7ecd6eec1,Approved,c30cf690-1b0c-40aa-a3c0-d9e6b5b53e93,Chip,Refund,530,Matched,Not Required,Pending Settlement,True
Kurt Turner,4456191458767355,Mastercard,10/33,343.62,ALL,03/22/2024 00:30,"Johnson, Ward and Burns",d14cf583-7e5b-415d-86df-d0ef92484bed,d5fe52f3-f3a4-4edb-9f34-1a30d27cfd7d,Declined,bd195730-9a47-43f7-a1a4-f28139fc48ed,Swipe,Purchase,320,Not Matched,Not Required,Pending Settlement,True
Lisa Kemp,4540690909522143,Maestro,02/25,436.18,CVE,03/06/2024 16:31,"Black, Gill and Smith",e27f6a0b-612c-4ee8-a8c4-d84afa8297d8,af160852-482c-4115-8a3e-a3ee8100512e,Declined,5ef88a26-7210-45a2-911f-2f7325fc41e3,Chip,Refund,690,Matched,Required,Settled,False
Amanda Horn,4014420628006594540,JCB 15 digit,10/30,939.3,GTQ,03/07/2024 18:18,Smith PLC,ec80be06-98df-41bf-8025-a683110d32d5,ed0863b4-1f6c-4ba9-a704-c66f8f10fe84,Declined,bf56b867-4286-4259-989e-e86a91d58905,Chip,Purchase,673,Not Matched,Not Required,Pending Settlement,True
Maria Rivas MD,4679018308458687823,American Express,03/33,575.43,QAR,03/08/2024 22:13,Schmidt-Hill,89e4adfd-53fb-4c52-8ffc-82944296235b,c46965a6-d50c-499b-8a11-59fae04d9641,Declined,cb31e51f-6121-4706-9f89-244a7653b0b6,Swipe,Purchase,763,Matched,Not Required,Settled,True
Laura Morrow,372797484752341,JCB 16 digit,01/30,554.66,NAD,03/13/2024 20:35,Perez-Page,a9915482-5bd8-441c-b61b-ceaf0d605cc4,72e8c7b5-f69c-449c-886f-039e763fafec,Approved,578f4bbe-b9fd-48e0-ba1b-f10344d591b8,Chip,Purchase,915,Not Matched,Not Required,Pending Settlement,True
George Simpson,4154258232638619,Diners Club / Carte Blanche,02/31,297.15,LKR,03/25/2024 12:53,Carr Inc,aa7a7ae2-b4f7-4b72-8199-38b79b751f84,a3da50e8-a685-465e-aaba-4e1a2c2722c0,Approved,d5c73abf-0ea2-461b-ba9a-965bf55b5c19,Swipe,Purchase,866,Not Matched,Not Required,Pending Settlement,False
Kelly Evans,371005844801696,JCB 16 digit,12/31,115.33,TVD,03/09/2024 11:39,"Knox, Powell and Armstrong",eb382ad0-f5d5-497a-8e2c-fc814577c6a9,4cd4514b-4d01-418d-a115-86479f8a0a66,Declined,91112a6d-ae76-44c8-ad8f-a522b69bae8a,Chip,Purchase,371,Matched,Required,Settled,False
Michele Morris,30021146410048,Maestro,05/28,903.23,TZS,04/03/2024 06:38,Jones-Thomas,fd718538-c7d2-407f-9480-81dd97e714d5,913485e2-d7ea-4ced-a5a4-018f1c5ebe6c,Approved,f507a897-6d57-4bcc-ace6-47780b1c1779,Chip,Refund,982,Matched,Not Required,Pending Settlement,False
Michael Jensen,4457225868764849,American Express,11/29,25.23,BBD,04/02/2024 00:45,Hernandez-Dudley,5dc047c0-aa57-4991-870c-b27e773b5cd1,acdb1e43-5535-462f-87a0-a7cfdee1b43e,Approved,cbb45eac-8755-4b4c-ad27-85c32f2cab6a,Chip,Purchase,383,Not Matched,Required,Settled,False
John Reyes,676250336549,Mastercard,12/28,920.29,MXN,03/20/2024 07:36,"Douglas, Garrett and Ward",097c8bcc-24aa-48b3-aa60-ad54c875898b,9f994f41-dba3-401c-a420-88b190d09e09,Declined,1ab5e07d-3374-43da-bc3b-a4f5e424b8f3,Chip,Refund,592,Matched,Not Required,Settled,False
Lisa Rogers,5115102900404612,VISA 19 digit,05/25,953.44,UGX,03/07/2024 17:55,"Sanchez, Parker and Hernandez",4eb62bf7-d24b-45c6-afc2-2500b73d8bee,02aa5e6b-0e16-4660-b6e5-c84de4f7fe0d,Approved,f007d0b3-e3c4-42dd-9eb2-14271f8ccbe3,Swipe,Purchase,961,Not Matched,Not Required,Pending Settlement,False
Monica Hernandez,2292497719927692,Maestro,11/30,278.48,KGS,03/12/2024 13:22,Duke and Sons,44a901e9-eb89-4594-85df-3fdd91c3245c,0974454d-ee4c-4fba-a193-42960adfc6c2,Declined,ae5560d0-b7d6-400f-a672-6bd779104c92,Swipe,Refund,531,Not Matched,Required,Pending Settlement,False
Debbie Hill,30233775380075,VISA 16 digit,07/29,172.18,BZD,04/01/2024 11:21,Rice-Rojas,5f7f08c0-6f8d-46c9-9d97-e1efa0bb78db,d4bc4827-4a7b-4e03-b9f1-e87f8381b2e2,Approved,8e08c84c-695f-44bd-a778-d54eea14694a,Swipe,Refund,916,Not Matched,Not Required,Pending Settlement,True
Sarah Mendoza,4976833880143207,Diners Club / Carte Blanche,05/28,184.74,GNF,03/29/2024 23:44,Carroll-Banks,ad381542-cd4a-40bd-86ce-3087182a1bc6,6805678a-5783-4b77-ac47-143b2a1a9fb5,Declined,eaa1f1ca-93f4-461d-9733-ddb68e8026e2,Swipe,Purchase,0732,Matched,Not Required,Settled,False
Nicholas Medina,639044449374,JCB 16 digit,11/28,364.72,KGS,03/30/2024 07:54,Howard and Sons,42df2571-8351-45be-95f2-a302ce55c988,545aabdc-090b-4b5f-b830-106bd7374835,Declined,29e1e377-5966-4aac-b251-9834b72debb6,Swipe,Purchase,356,Not Matched,Not Required,Settled,True
Kayla King,3515959765740286,JCB 16 digit,01/31,407.82,CAD,04/02/2024 13:37,"Love, Sanchez and Mcgee",3a9f50bc-b695-4ea0-8f88-8f5f99232cad,1f42e7aa-0ffc-41ab-a58a-2699630e432b,Declined,8ad88157-9892-47d1-8549-69f29ea093d1,Chip,Purchase,304,Not Matched,Required,Settled,True
Diane Rosario,4223733101337630663,VISA 19 digit,02/29,673.98,ALL,03/12/2024 06:58,Hernandez-Medina,5e96d0a8-aaf8-406d-90d0-39f09ec5bd38,3f7d113f-c699-49ea-b2b6-093d37073a6f,Approved,ada9de06-d59a-4b42-98a2-22538ab3051c,Swipe,Purchase,351,Not Matched,Required,Settled,True
Kevin Rivera,30184211890617,Discover,02/29,684.27,RUB,03/23/2024 19:49,Ellison-Mccarthy,82de71a2-93dc-4e27-a056-dfbc63a289b0,9b3a3ed3-5b90-4c90-a2c0-1f41db82dcc2,Declined,8df41ad8-0ce6-4792-8c38-8c2c74603f06,Chip,Purchase,319,Not Matched,Not Required,Settled,False
Debbie Reyes,573005100330,Diners Club / Carte Blanche,02/34,221.28,ARS,03/24/2024 09:07,Espinoza and Sons,bbd06efe-5c85-4d44-9f9e-47ec4799d114,24a75ffe-62f1-4559-b143-11045f3e1b13,Approved,fd6b1e8b-ad7c-440c-b5f5-6cbc344e250e,Swipe,Refund,505,Not Matched,Not Required,Pending Settlement,False
Rose Ho,3523025602249178,VISA 16 digit,04/25,292.19,GTQ,03/26/2024 03:08,"Carpenter, Reynolds and Brown",774eaba4-cefa-4383-84ba-6495fd912574,68f991c2-4476-4432-a3b8-00bfd8e24b17,Approved,2617be29-a950-4beb-ba6d-26ea3d8a7c38,Swipe,Refund,293,Not Matched,Required,Pending Settlement,False
Patricia Willis,6011320654895784,VISA 16 digit,09/30,314.1,PAB,03/30/2024 16:25,"Lawson, Mooney and Perry",bca395a2-5968-41e5-8608-14205eefd8ff,ff87dfe5-31fb-4695-a1e4-25a2c41c3757,Declined,83149d27-b357-4a9d-8642-b6fe09d9318e,Swipe,Refund,730,Matched,Not Required,Pending Settlement,True
Anthony Barajas,4334737122958024,JCB 15 digit,03/31,803.4,STD,03/06/2024 17:44,Graham Group,049bf920-0e89-4f72-bfe3-da6b99026812,fa075c21-b69d-4bee-8025-2ce1a88573b2,Declined,8faadb10-7f96-42ff-9748-4fcc7ef8068a,Chip,Refund,927,Not Matched,Required,Settled,False
Jimmy Parks,30289129606714,VISA 16 digit,06/32,120.28,ZAR,04/01/2024 20:56,Santos-Hall,fa7f3ab2-67d3-486d-ad64-bc97efe51e05,35ae1d5f-0673-473b-8411-73b46ac244f8,Declined,90534ec2-a86e-4f48-96fa-02aeac2ef457,Chip,Refund,361,Matched,Required,Settled,True
Patricia Garrett,3550644399424681,VISA 19 digit,01/30,694.59,NOK,03/06/2024 03:41,"Stewart, Rodriguez and Smith",e503316d-ad82-4892-a8b4-80ba6e3156af,81f646de-1e71-4bb8-923c-523a232fd8f7,Declined,bd127af1-6189-4777-acc3-e6c887ef25b7,Swipe,Refund,130,Matched,Required,Settled,False
David Kaiser,341882863780770,JCB 16 digit,02/31,101.77,AOA,03/06/2024 12:23,Molina LLC,a6e61d1a-b89b-4f9b-bf0e-07fa87d83015,63c6e76c-81c4-47bc-aff6-ed6aeb66b620,Declined,97991210-4b1b-4155-8f7d-0d4bad971551,Chip,Refund,324,Not Matched,Required,Settled,False
Nicholas Mcdonald,4533628565383367,JCB 16 digit,07/25,892.66,SGD,03/09/2024 11:54,Aguirre-Fox,9989cdf6-bf11-48d8-a811-ba044fb5efcd,97e857cd-47a2-4f01-92cc-d767658d2c1e,Declined,5c7e8024-0d1b-4ed4-a153-ce25c0b23d7c,Chip,Refund,697,Not Matched,Not Required,Pending Settlement,False
Philip Obrien,676192455555,JCB 16 digit,12/31,359.45,XCD,03/22/2024 08:27,Wilson-Pena,3854a4f4-1836-4320-bee1-75b6d01c61b4,c083646f-bfe3-4477-8460-9c47d04b9a30,Declined,e28fb334-a0b2-4c38-8a9d-1644e27e982c,Chip,Purchase,3183,Matched,Not Required,Pending Settlement,False
Colleen Gutierrez,3538731820652225,Diners Club / Carte Blanche,08/24,874.4,ANG,03/09/2024 06:18,"Farley, Cook and Miller",729f1909-7122-41ff-9e3d-1bdf073d2c48,50666375-3747-484e-9c63-abfbecfee8c6,Approved,4b4e4529-d767-4045-89d1-e8203c15c188,Chip,Refund,575,Matched,Required,Pending Settlement,True
Wendy Burke,4092603500529305933,American Express,07/30,937.81,LAK,03/05/2024 12:01,Williams-Hudson,f438cf32-0d0f-4edf-b587-723be5701281,cee44b8a-ddc4-4cab-af90-b263b4267cd8,Declined,cec79715-cc36-41ce-ba90-deba73c9a2d8,Chip,Refund,0610,Matched,Required,Pending Settlement,True
Angela Barton,180066044798786,JCB 16 digit,05/28,848.3,CRC,03/07/2024 01:24,"Erickson, Blanchard and Weeks",22085265-cdc8-4b2f-9d84-47322ef4b2d3,df203615-57c9-491c-87be-4cc55a636823,Approved,0e0c5e0b-3c29-4f2a-961b-da11a642477f,Swipe,Purchase,905,Not Matched,Required,Pending Settlement,True
Dawn Hicks,3523590093554915,Maestro,04/27,458.55,ZAR,03/26/2024 08:34,"Morgan, Hanson and Thompson",2bb76589-7a66-4dba-b3c7-af4b8d83b031,eb2c07ea-d8b5-4897-96f2-72bd90a38517,Approved,d2f51e2d-6b7f-4661-a073-d86e892a9845,Chip,Refund,4574,Not Matched,Not Required,Pending Settlement,True
Carolyn Brown,4151744105633590,JCB 15 digit,05/28,489.43,AED,03/29/2024 12:55,Williams-Rodriguez,78463069-27f4-432b-a1c6-f2d71e9edde6,49cf2967-699e-46d2-9d50-8bb6661c046c,Declined,6b3d8e23-64d3-4b9c-9104-eeb4e6db7b78,Chip,Refund,506,Not Matched,Not Required,Settled,False
Bryan Barron,676257082096,VISA 16 digit,10/25,84.12,VEF,03/30/2024 11:17,Bartlett-Henderson,ff9db65c-3540-48d2-b89a-a6a2efe9f61c,0a4a7efa-09a4-4360-96df-9c21c9d583cd,Approved,f481069c-2d6b-452c-9894-45ae27e34baf,Swipe,Refund,616,Not Matched,Not Required,Pending Settlement,False
Jermaine Flynn,180022221279538,Discover,11/31,882.94,ZWD,04/01/2024 20:58,Harris-Pham,73bd10c9-198c-4970-8285-2837b25b80fa,881be59b-ddcb-4140-83d0-a498c85f8938,Declined,cdae30a4-f158-405f-82dd-d8adb2b42e95,Swipe,Purchase,001,Not Matched,Not Required,Settled,False
Meagan Mcgee,4149430198588758311,Mastercard,12/27,715.55,SVC,03/17/2024 15:07,"Carr, Serrano and Vincent",dbb38c24-d92c-46eb-80f9-dd0bd2eec1db,f7c652c4-a003-46dc-bc31-261121253dcd,Approved,1a7348a1-6c46-4b88-be00-a64981833640,Chip,Purchase,239,Matched,Not Required,Settled,True
Katie Mitchell,3570160877982914,JCB 16 digit,09/29,230.64,LBP,03/06/2024 16:21,Winters PLC,5cfc5bd7-4876-4706-80f1-d69e64b4211b,7d612c61-6d57-4ada-b257-ef5191a09d02,Approved,391cdcd0-b574-4031-b18c-c8a5d026e592,Swipe,Purchase,672,Not Matched,Required,Settled,True
Heather Castro,4975093364510,VISA 16 digit,02/32,564.11,CRC,03/18/2024 19:32,Reese-Perez,59c2b0ef-7b44-4e99-bd36-ad36359fade8,9dda4992-d0e5-4f2d-a8f8-2473d15251a5,Declined,374e5c8c-873f-4d77-880e-592f8957ff30,Swipe,Refund,263,Not Matched,Not Required,Settled,False
Gregory Waters,345207682577080,Discover,01/34,63.14,FKP,03/16/2024 14:15,"Shaw, Guerra and Harris",88cabcfc-1afd-4ff5-b2d9-b80353b52395,90e3c6e7-d936-4010-b5c6-fe49aca25cf9,Declined,5d29cf10-40a2-4ed8-a167-e6ee9aa2355b,Chip,Purchase,892,Not Matched,Required,Pending Settlement,False
Matthew White,3511023273820272,VISA 19 digit,04/29,856.43,INR,04/04/2024 09:28,Burgess-Jensen,7120ff50-38d2-4ba7-b939-48b0d353df0b,caf78c05-289e-4a03-95a3-6710a1229c20,Approved,bcd5b1c1-c966-4383-9706-27a7139b2857,Chip,Purchase,190,Not Matched,Required,Pending Settlement,True
Maria Maynard,3556886423392772,Maestro,09/25,583.5,BWP,03/19/2024 06:18,"Ramirez, Davis and Miller",f58d9eb9-6511-40fe-987b-0bf8e27b53e4,ef6c894c-7e2f-44ca-bd5c-d84f0ea07b83,Approved,0d330fba-ae13-4753-895d-0b97e99c8d16,Chip,Refund,138,Matched,Not Required,Settled,True
Kaitlyn Chan,180030159333201,Mastercard,03/28,485.15,UYU,04/01/2024 01:53,Wagner-Kim,5ebc1720-c640-4a9d-bb7b-07296dbbf11d,48946375-d155-4b3b-9fc3-74113487ffb3,Declined,f80ff92a-8a14-474f-bc44-19f475b22d97,Chip,Refund,489,Matched,Not Required,Pending Settlement,False
Bill Adams,4809342742312128,JCB 16 digit,08/26,43.18,IRR,03/19/2024 02:23,"Chaney, Ross and Knight",05905282-6de9-4f46-8b92-ed6fe35fa770,4fde55b4-7b1c-4a9f-8ca5-732b1f06d768,Approved,285aade2-962b-478e-9167-9d197bdf55be,Chip,Purchase,907,Matched,Required,Settled,True
Michelle Porter,3528509642690066,JCB 16 digit,03/26,223.87,MUR,04/03/2024 03:53,"Guzman, Holt and Gutierrez",7601ee62-9aab-4cec-a20f-1e9852d7f620,c678ca1c-acc0-4250-a580-1ab4f881fe9b,Declined,428e8d1a-a77e-42f5-bf5f-7700c4450fb5,Chip,Refund,484,Matched,Not Required,Pending Settlement,False
Amanda Ross,4722385301511261,JCB 16 digit,11/28,986.32,CUP,03/27/2024 00:07,Patterson-Mclean,0c70d70a-81ff-4619-8d18-72d8fb08f98a,72a9e24a-7dc2-4751-a7aa-06f5a2902ef4,Approved,2b4b353d-33e8-4404-a8b3-369a2e6c9ba7,Chip,Refund,877,Not Matched,Required,Pending Settlement,False
Brittney Stevens,4439305348059557,JCB 15 digit,08/25,455.18,AWG,03/28/2024 16:18,Travis and Sons,4e5612fb-c8e7-4272-9ecb-d8665fdb817e,75933245-6ed2-48b5-b30c-90dcaebda9a6,Approved,c23fde27-370b-4182-abe7-1bab364fe9f5,Swipe,Refund,225,Not Matched,Required,Pending Settlement,True
Tony Allen,4203881989350,American Express,11/27,35.44,LAK,03/24/2024 21:29,"Hall, Gordon and Smith",5baa042e-d34b-4ec6-bd5a-20aad664421b,063ee1b9-2595-4a72-8e33-0ed5b3f0ceb9,Approved,be81c6cb-00ac-4d57-ae00-61bfddba2ef7,Chip,Refund,617,Matched,Required,Pending Settlement,False
Veronica Turner,3561163696334318,JCB 16 digit,12/31,178.91,SPL,03/08/2024 15:45,Joseph-Stevens,86c54df1-5cae-448f-adac-0cc810efec24,4f59d686-d401-40f1-9b98-72e765f60319,Declined,aabb3e15-541f-447f-8de7-5712562aba4b,Swipe,Refund,679,Matched,Not Required,Settled,True
Glenn Howell,373326261554982,VISA 19 digit,11/25,397.52,BAM,03/24/2024 12:38,Ortiz-Coffey,41f99362-6aa9-422b-9df4-d6734af8f84d,c2ea2af3-5bc1-4e59-81d6-6ae25956397d,Approved,d1a30359-1e36-41c3-8230-01826291abed,Chip,Purchase,910,Matched,Required,Settled,True
Megan Martinez,4674662720445599863,American Express,04/32,423.61,KZT,03/13/2024 11:41,"Diaz, Robinson and Harris",e3d96974-c801-4b05-b348-83c9ad0ff120,affbfd45-3e91-4420-8443-3b9f460e1824,Approved,1e08167f-8b94-4aa8-a7c7-bf447077af46,Chip,Purchase,644,Not Matched,Not Required,Pending Settlement,False
Laura Tate,4917331342505362,JCB 15 digit,12/33,39.94,CAD,03/08/2024 00:37,"Goodwin, Coffey and Riley",5d0d6e54-8ba8-4a08-89ba-5277d8235964,6e4bfe63-c4f1-442e-8dda-91b765c7b670,Declined,18fb01af-02d7-473b-8e8b-5fce2818dfdc,Swipe,Refund,251,Not Matched,Not Required,Settled,False
Connie Barnes,3580911791683857,VISA 16 digit,03/28,645.44,CDF,04/02/2024 18:04,Hubbard-Parker,7ce07cbf-ff60-443b-94d4-8ab8f40b321a,c4d9f43b-d098-433c-a245-45e816264689,Declined,ee22f835-cfa4-4e64-9434-141557375bce,Swipe,Purchase,679,Not Matched,Required,Pending Settlement,False
Lori Wood,4717917395065239,Diners Club / Carte Blanche,05/29,251.04,CLP,03/07/2024 23:12,Fry-Evans,115a48f8-ff2e-44e2-9db4-edfece19f94b,ca7da87b-7f54-4951-9259-777f6799958c,Approved,441d49ed-1f3d-4634-94f2-d8a09b1c5e5f,Swipe,Purchase,365,Matched,Not Required,Settled,True
Danielle Joseph,180036866734433,Maestro,01/30,334.73,BWP,03/16/2024 03:59,Stevenson-Perry,71dd9478-a561-426e-9f2d-693f808ecea9,6cd8c088-51e2-4623-b71f-77538f88ed1d,Declined,283a7cca-4572-4f3b-95cf-83abc4aecf21,Swipe,Purchase,925,Not Matched,Required,Pending Settlement,True
Amanda Patel,4157656939232,VISA 19 digit,06/28,622.26,TVD,03/13/2024 09:42,Crawford-Hobbs,903fa6e3-c5de-48ce-8ae9-adf204bbaf69,ce71be92-7185-44fb-8845-3989e36bceb6,Approved,7fb1fea5-cade-47fd-aefd-08cf3ec8e75a,Chip,Refund,888,Not Matched,Not Required,Pending Settlement,False
Ronald Rowe,4707524493216,JCB 16 digit,04/33,390.81,COP,03/23/2024 00:12,"Hardy, Cook and White",e2be201c-00f4-4e9f-b38b-df9c362dc827,89bfaae0-6238-473a-ba13-84fa9abade1e,Approved,61bea923-f85a-4f88-b972-f66f2fcbb5c0,Chip,Purchase,795,Not Matched,Required,Settled,False
Kim Fernandez,4219180108778178884,Diners Club / Carte Blanche,11/24,922.83,IQD,03/30/2024 16:23,"Jennings, Mason and Sims",73ea60ba-26de-4447-abd0-af89b804fabf,d33ebdd6-a1da-4203-b3e3-8ce266b9e727,Approved,fa5b3dd8-0aa1-4651-8fd0-ae0e90f3b6a6,Swipe,Purchase,139,Matched,Required,Settled,True
Dustin Wilson,3565288639195827,American Express,09/31,482.13,BZD,03/10/2024 11:48,Taylor Ltd,73310a4b-2c11-431f-b5a9-a46fea045fe5,f26431e0-e978-4de0-95ed-44c72577b545,Approved,0a96c055-83a1-47dd-8468-6bdfc8f93e5e,Chip,Refund,818,Not Matched,Not Required,Settled,True
Rebecca Valdez,378647765063286,American Express,09/29,594.9,ETB,03/14/2024 04:53,Chavez PLC,d8c70af6-8f11-4374-bf38-b30e9d33774f,55f4c83d-14c1-4a28-984a-0c0ca892ec80,Declined,5e3c9f06-186b-4a40-b6d9-c5a688b82578,Chip,Refund,8607,Matched,Required,Pending Settlement,True
Patricia Gallegos,2266489029859931,Maestro,07/29,881.1,WST,03/11/2024 14:15,Miller LLC,55aa69c2-6707-4455-b41a-561418b87c45,5bba199f-b1af-4aa4-8e5d-084ad93ecbd1,Approved,26a13d78-3952-43da-9e79-da686a725871,Swipe,Purchase,397,Matched,Not Required,Settled,False
Jimmy Brown,4240721394458,Maestro,01/27,875.08,PLN,04/01/2024 13:48,Hayes-Salinas,8de418f9-783c-4381-adb0-e057c8c023e8,e70a2032-e723-4f1e-940c-1f210deeb60a,Declined,984da080-246a-49e8-873b-21a8d30a9d70,Swipe,Purchase,836,Not Matched,Not Required,Settled,False
Tracey Morris,4125245262935060,JCB 15 digit,04/33,589.58,MUR,04/03/2024 14:18,Riley Inc,fe66de57-098b-4b72-a197-e474bfd222b5,5c877143-b1e0-4d6a-8242-7db59a4483c2,Approved,4bc42eb4-730d-4641-be34-6519218c6288,Chip,Refund,868,Not Matched,Required,Settled,False
James Schneider,4929130572398449,American Express,12/28,436.99,IDR,03/22/2024 17:04,Fowler-Dean,864f6954-e957-466f-b423-98d49636cc08,8b846874-7050-4fbc-90b9-a645f6fd7b9a,Declined,c9c14955-0dfc-46cc-9adf-ff0295427240,Swipe,Refund,300,Not Matched,Required,Settled,False
Brett Phillips,4457461046043935,Maestro,09/29,726.62,GBP,03/26/2024 17:57,"Mcintosh, Mendoza and Vaughn",6acebb01-23b0-448c-990e-30001170a587,4854eee3-b716-47c7-8127-98c5e914e289,Declined,a8038f15-0b1e-4f1f-b6a5-52ff0e603b99,Swipe,Purchase,810,Matched,Not Required,Pending Settlement,True
Peggy Fitzgerald,4713450406503,JCB 15 digit,09/27,147.42,THB,03/30/2024 11:26,Morales-Guzman,eb2818fc-918e-44d3-948b-f734af5d8461,90f1a60e-9ce0-4caf-91c9-11e8fcc70f3f,Declined,a3938c8f-6010-4934-ab82-0e5bcf0600f0,Swipe,Refund,391,Not Matched,Not Required,Settled,False
Rodney Hansen,180022090715950,Maestro,02/32,850.26,IRR,03/09/2024 17:39,Moore LLC,aa074f60-f4da-4b8c-be76-4003c0a78d8d,aedff301-21ef-4d73-a185-23364b797a70,Declined,898e0790-2b6e-4733-9954-9b6ec697fe99,Chip,Refund,091,Not Matched,Not Required,Pending Settlement,False
James Brown,213110414507798,Diners Club / Carte Blanche,07/33,837.96,HTG,03/06/2024 01:54,"Hutchinson, Wilson and Zavala",9a6dbba3-1da6-445e-90ed-51bdb9374302,0d8b0b35-902f-4141-95db-ea9cba33c38a,Approved,fa2f7c6b-aa55-4cbc-8d62-c467c7efa77b,Swipe,Refund,813,Not Matched,Not Required,Settled,False
Brandon Morgan,4064437749682863987,Diners Club / Carte Blanche,08/24,439.71,KMF,03/27/2024 08:32,"Herman, Maddox and Shelton",3f0691bf-db29-4962-b39b-6997676b1535,d53fbfc5-afa8-4ca5-98cf-18aeef79fbaa,Declined,551f4b98-c8e5-467d-9c48-b0bb23b45f2a,Swipe,Purchase,312,Matched,Required,Pending Settlement,False
Robert Palmer,372932287686137,JCB 16 digit,12/26,689.42,MMK,03/30/2024 04:39,Walters PLC,898369c1-d944-4d7b-9a45-ec03a609133d,a95ca634-bdde-40ba-85e7-babb23b8d593,Approved,0a2a75a6-2b18-4b68-8cb5-9f99d4f86c82,Swipe,Purchase,993,Not Matched,Required,Settled,True
Amanda Mata,4630006649875,VISA 16 digit,09/26,672.01,BTN,03/26/2024 11:26,Novak-Arnold,db807c71-72f8-4e3c-9ccc-93692bdef236,a12f736f-2add-4744-a197-83c0fb9287b0,Approved,482eebcc-e29d-47f5-aa4d-a62fa9855f2f,Chip,Refund,537,Not Matched,Not Required,Settled,False
John Murphy,4316839403839824,JCB 15 digit,09/24,64.38,TTD,03/08/2024 10:20,"Mullins, Luna and Barnes",b3a80b65-cc8a-4896-a55a-a6f4bf790798,e65859b2-3771-431d-b2b5-8a8245d537b5,Approved,48b5f40f-6245-4bc0-a4f0-c04b2e27ea70,Swipe,Purchase,841,Not Matched,Not Required,Pending Settlement,False
Michele Wise,4852779138213,JCB 15 digit,01/28,217.48,DJF,03/18/2024 09:05,Rogers-Johnson,83241b46-d4a4-4771-8e7f-7ba700103637,44f6e3f4-47f9-4254-8abb-46dc0762d99e,Declined,8cc54122-0640-4407-a0d8-50b740a0b0e4,Swipe,Refund,757,Not Matched,Not Required,Settled,False
Judy Buck,4645326115314033,American Express,03/26,464.42,GBP,03/07/2024 01:34,Payne PLC,77ac1fd0-dfc5-422b-92eb-3740f7dd5604,4d45cd20-df1b-41e4-8dcb-08bcb52c6c89,Declined,9435fa2b-3063-4e09-9793-1e1c6aa783e7,Chip,Refund,648,Matched,Required,Settled,False
Shannon West,4908577537265227,VISA 13 digit,01/30,283.45,BWP,04/03/2024 20:30,Burch-Miller,4e39d8a2-6dd7-47ac-8c03-7545c43cca53,69534db5-01c3-47d1-a6ae-031822d7d8fc,Declined,7f94748b-ec7f-43a0-a740-d6d3544e0358,Swipe,Purchase,849,Not Matched,Required,Pending Settlement,True
Jimmy Smith,3582092435228322,Diners Club / Carte Blanche,04/29,415.81,CNY,03/28/2024 11:59,Williams PLC,04811a91-27f4-4bb0-b9a2-2acb7cdcc0df,a20ace98-580e-414e-8cd3-1971458c4d31,Approved,f27e340c-7814-4a8c-ad31-f0b9d65c2e17,Swipe,Refund,288,Matched,Not Required,Settled,False
Amanda Sandoval MD,4799083802697,American Express,11/30,204.64,SYP,03/20/2024 00:11,Nguyen LLC,e05a46b3-b290-4a06-8469-15ace0c228db,30223723-6987-4951-ab82-2ed394900be4,Approved,7aeceb3f-90e4-4795-a9c4-963ca7cc3458,Chip,Purchase,462,Matched,Not Required,Settled,False
Amber Rivera,3558502990047263,JCB 15 digit,03/33,14.66,SPL,03/14/2024 19:56,"Sellers, Ramirez and Bell",3d932507-5374-4778-8d2c-bb3a5b4b1b2f,6bc29fed-7948-401b-b398-e6e921e9bccb,Declined,948ff273-1bbb-4607-ab07-f7d7bd334268,Swipe,Refund,823,Matched,Required,Pending Settlement,False
